"file","simulator","depth_label","dropout","separability","n_cells_target","batch","gene_strategy","clipping","is_null_control","error"
"data/simulated/sce/scdesign3/scdesign3_sce_run_10002.rds","scdesign3","10000","none","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10003.rds","scdesign3","10000","none","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10004.rds","scdesign3","10000","none","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10005.rds","scdesign3","10000","none","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10006.rds","scdesign3","500","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10007.rds","scdesign3","500","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10008.rds","scdesign3","500","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10009.rds","scdesign3","500","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10010.rds","scdesign3","500","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10011.rds","scdesign3","2000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10012.rds","scdesign3","2000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10013.rds","scdesign3","2000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10014.rds","scdesign3","2000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10015.rds","scdesign3","2000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10016.rds","scdesign3","10000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10017.rds","scdesign3","10000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10018.rds","scdesign3","10000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10019.rds","scdesign3","10000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10020.rds","scdesign3","10000","low","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10021.rds","scdesign3","500","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10022.rds","scdesign3","500","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10023.rds","scdesign3","500","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10024.rds","scdesign3","500","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10025.rds","scdesign3","500","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10026.rds","scdesign3","2000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10027.rds","scdesign3","2000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10028.rds","scdesign3","2000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10029.rds","scdesign3","2000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10030.rds","scdesign3","2000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10031.rds","scdesign3","10000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10032.rds","scdesign3","10000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10033.rds","scdesign3","10000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10034.rds","scdesign3","10000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10035.rds","scdesign3","10000","high","low","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10036.rds","scdesign3","500","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10037.rds","scdesign3","500","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10038.rds","scdesign3","500","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10039.rds","scdesign3","500","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10040.rds","scdesign3","500","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10041.rds","scdesign3","2000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10042.rds","scdesign3","2000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10043.rds","scdesign3","2000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10044.rds","scdesign3","2000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10045.rds","scdesign3","2000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10046.rds","scdesign3","10000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10047.rds","scdesign3","10000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10048.rds","scdesign3","10000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10049.rds","scdesign3","10000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10050.rds","scdesign3","10000","none","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10051.rds","scdesign3","500","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10052.rds","scdesign3","500","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10053.rds","scdesign3","500","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10054.rds","scdesign3","500","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10055.rds","scdesign3","500","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10056.rds","scdesign3","2000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10057.rds","scdesign3","2000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10058.rds","scdesign3","2000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10059.rds","scdesign3","2000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10060.rds","scdesign3","2000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10061.rds","scdesign3","10000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10062.rds","scdesign3","10000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10063.rds","scdesign3","10000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10064.rds","scdesign3","10000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10065.rds","scdesign3","10000","low","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10066.rds","scdesign3","500","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10067.rds","scdesign3","500","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10068.rds","scdesign3","500","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10069.rds","scdesign3","500","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10070.rds","scdesign3","500","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10071.rds","scdesign3","2000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10072.rds","scdesign3","2000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10073.rds","scdesign3","2000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10074.rds","scdesign3","2000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10075.rds","scdesign3","2000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10076.rds","scdesign3","10000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10077.rds","scdesign3","10000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10078.rds","scdesign3","10000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10079.rds","scdesign3","10000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10080.rds","scdesign3","10000","high","medium","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10081.rds","scdesign3","500","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10082.rds","scdesign3","500","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10083.rds","scdesign3","500","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10084.rds","scdesign3","500","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10085.rds","scdesign3","500","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10086.rds","scdesign3","2000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10087.rds","scdesign3","2000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10088.rds","scdesign3","2000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10089.rds","scdesign3","2000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10090.rds","scdesign3","2000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10091.rds","scdesign3","10000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10092.rds","scdesign3","10000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10093.rds","scdesign3","10000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10094.rds","scdesign3","10000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10095.rds","scdesign3","10000","none","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10096.rds","scdesign3","500","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10097.rds","scdesign3","500","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10098.rds","scdesign3","500","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10099.rds","scdesign3","500","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10100.rds","scdesign3","500","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10101.rds","scdesign3","2000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10102.rds","scdesign3","2000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10103.rds","scdesign3","2000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10104.rds","scdesign3","2000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10105.rds","scdesign3","2000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10106.rds","scdesign3","10000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10107.rds","scdesign3","10000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10108.rds","scdesign3","10000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10109.rds","scdesign3","10000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10110.rds","scdesign3","10000","low","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10111.rds","scdesign3","500","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10112.rds","scdesign3","500","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10113.rds","scdesign3","500","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10114.rds","scdesign3","500","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10115.rds","scdesign3","500","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10116.rds","scdesign3","2000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10117.rds","scdesign3","2000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10118.rds","scdesign3","2000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10119.rds","scdesign3","2000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10120.rds","scdesign3","2000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10121.rds","scdesign3","10000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10122.rds","scdesign3","10000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10123.rds","scdesign3","10000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10124.rds","scdesign3","10000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10125.rds","scdesign3","10000","high","high","5000","none","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10126.rds","scdesign3","500","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10127.rds","scdesign3","500","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10128.rds","scdesign3","500","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10129.rds","scdesign3","500","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10130.rds","scdesign3","500","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10131.rds","scdesign3","2000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10132.rds","scdesign3","2000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10133.rds","scdesign3","2000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10134.rds","scdesign3","2000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10135.rds","scdesign3","2000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10136.rds","scdesign3","10000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10137.rds","scdesign3","10000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10138.rds","scdesign3","10000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10139.rds","scdesign3","10000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10140.rds","scdesign3","10000","none","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10141.rds","scdesign3","500","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10142.rds","scdesign3","500","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10143.rds","scdesign3","500","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10144.rds","scdesign3","500","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10145.rds","scdesign3","500","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10146.rds","scdesign3","2000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10147.rds","scdesign3","2000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10148.rds","scdesign3","2000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10149.rds","scdesign3","2000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10150.rds","scdesign3","2000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10151.rds","scdesign3","10000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10152.rds","scdesign3","10000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10153.rds","scdesign3","10000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10154.rds","scdesign3","10000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10155.rds","scdesign3","10000","low","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10156.rds","scdesign3","500","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10157.rds","scdesign3","500","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10158.rds","scdesign3","500","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10159.rds","scdesign3","500","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10160.rds","scdesign3","500","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10161.rds","scdesign3","2000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10162.rds","scdesign3","2000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10163.rds","scdesign3","2000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10164.rds","scdesign3","2000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10165.rds","scdesign3","2000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10166.rds","scdesign3","10000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10167.rds","scdesign3","10000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10168.rds","scdesign3","10000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10169.rds","scdesign3","10000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10170.rds","scdesign3","10000","high","low","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10171.rds","scdesign3","500","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10172.rds","scdesign3","500","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10173.rds","scdesign3","500","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10174.rds","scdesign3","500","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10175.rds","scdesign3","500","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10176.rds","scdesign3","2000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10177.rds","scdesign3","2000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10178.rds","scdesign3","2000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10179.rds","scdesign3","2000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10180.rds","scdesign3","2000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10181.rds","scdesign3","10000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10182.rds","scdesign3","10000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10183.rds","scdesign3","10000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10184.rds","scdesign3","10000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10185.rds","scdesign3","10000","none","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10186.rds","scdesign3","500","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10187.rds","scdesign3","500","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10188.rds","scdesign3","500","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10189.rds","scdesign3","500","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10190.rds","scdesign3","500","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10191.rds","scdesign3","2000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10192.rds","scdesign3","2000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10193.rds","scdesign3","2000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10194.rds","scdesign3","2000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10195.rds","scdesign3","2000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10196.rds","scdesign3","10000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
"data/simulated/sce/scdesign3/scdesign3_sce_run_10197.rds","scdesign3","10000","low","medium","200","simple","hvg500","log_stabilized","FALSE",NA
