"file","simulator","run_id","sparsity_label","stored_achieved_sparsity","recomputed_zero_frac","n_genes","n_cells","error","deviation","stored_vs_recomputed_diff"
"data/simulated/sce/scdesign3/scdesign3_sce_run_00257.rds","scdesign3",257,0.8,0.9717,0.971745,2000,1000,NA,0.171745,4.49999999999617e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00258.rds","scdesign3",258,0.9,0.9785,0.9784805,2000,1000,NA,0.0784805,1.95000000000611e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00259.rds","scdesign3",259,0.95,0.9851,0.985138,2000,1000,NA,0.035138,3.79999999999825e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00261.rds","scdesign3",261,0.7,0.9119,0.911936,2000,1000,NA,0.211936,3.5999999999925e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00262.rds","scdesign3",262,0.8,0.925,0.9250445,2000,1000,NA,0.1250445,4.45000000000029e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00263.rds","scdesign3",263,0.9,0.9423,0.9423465,2000,1000,NA,0.0423465,4.64999999999494e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00266.rds","scdesign3",266,0.7,0.9115,0.9114695,2000,1000,NA,0.2114695,3.04999999999334e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00267.rds","scdesign3",267,0.8,0.9249,0.9248685,2000,1000,NA,0.1248685,3.15000000000731e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00268.rds","scdesign3",268,0.9,0.9424,0.942375,2000,1000,NA,0.0423749999999999,2.50000000000528e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00271.rds","scdesign3",271,0.7,0.9506,0.950606397306397,2000,1485,NA,0.250606397306397,6.39730639695468e-06
"data/simulated/sce/scdesign3/scdesign3_sce_run_00272.rds","scdesign3",272,0.8,0.958,0.958013468013468,2000,1485,NA,0.158013468013468,1.3468013468021e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00273.rds","scdesign3",273,0.9,0.9678,0.96783569023569,2000,1485,NA,0.06783569023569,3.56902356900557e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00276.rds","scdesign3",276,0.7,0.8631,0.86313771043771,2000,1485,NA,0.16313771043771,3.7710437710059e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00277.rds","scdesign3",277,0.8,0.8838,0.883784175084175,2000,1485,NA,0.0837841750841749,1.58249158250801e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00281.rds","scdesign3",281,0.7,0.8605,0.860509427609428,2000,1485,NA,0.160509427609428,9.42760942790333e-06
"data/simulated/sce/scdesign3/scdesign3_sce_run_00282.rds","scdesign3",282,0.8,0.8813,0.88133569023569,2000,1485,NA,0.08133569023569,3.56902356900557e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00286.rds","scdesign3",286,0.7,0.9555,0.955528282828283,2000,1485,NA,0.255528282828283,2.82828282829328e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00287.rds","scdesign3",287,0.8,0.9622,0.962249158249158,2000,1485,NA,0.162249158249158,4.91582491579656e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00288.rds","scdesign3",288,0.9,0.9711,0.97106228956229,2000,1485,NA,0.07106228956229,3.7710437709948e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00291.rds","scdesign3",291,0.7,0.8768,0.87683468013468,2000,1485,NA,0.17683468013468,3.46801346799985e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00292.rds","scdesign3",292,0.8,0.8954,0.895355218855219,2000,1485,NA,0.0953552188552189,4.47811447810142e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00296.rds","scdesign3",296,0.7,0.8744,0.874387205387205,2000,1485,NA,0.174387205387205,1.27946127949086e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00297.rds","scdesign3",297,0.8,0.8933,0.893272053872054,2000,1485,NA,0.093272053872054,2.79461279459881e-05
"data/simulated/sce/scdesign3/scdesign3_sce_run_00301.rds","scdesign3",301,0.7,0.9704,0.97036936026936,2000,1485,NA,0.27036936026936,3.06397306399919e-05
