"source","run_id","method","status","subspace_recovery_score_samegenes","grassmann_distance_samegenes","n_genes_used_samegenes","subspace_recovery_score","grassmann_distance","recovery_score_delta"
"scdesign3",160,"pca_raw","ok",0.265142535359201,0.857238277633937,2000,0.2651425353592,0.857238277633937,6.10622663543836e-16
"scdesign3",160,"pca_shiftedlog","ok",0.00100690197947647,0.999496422214969,2000,0.00100690197947647,0.999496422214969,3.90312782094782e-18
"scdesign3",161,"pca_libnorm","ok",0.000969617794523312,0.999515073525896,2000,0.000969617794523423,0.999515073525896,-1.10805462028019e-16
"scdesign3",161,"pca_log","ok",0.117983836453968,0.939157155936125,2000,0.117983836453969,0.939157155936125,-5.96744875736022e-16
"scdesign3",161,"pca_raw","ok",0.626271540461607,0.611333345678438,2000,0.626271540461608,0.611333345678438,-1.11022302462516e-15
"scdesign3",161,"pca_shiftedlog","ok",0.370168842965865,0.793619025121081,2000,0.370168842965866,0.793619025121081,-8.88178419700125e-16
"scdesign3",162,"pca_libnorm","ok",0.000664989539180753,0.999667449935637,2000,0.000664989539180719,0.999667449935637,3.41523684332934e-17
"scdesign3",162,"pca_log","ok",0.0720274537653604,0.963313316753506,2000,0.0720274537653604,0.963313316753506,-1.38777878078145e-17
"scdesign3",162,"pca_raw","ok",0.607281896496032,0.626672245678687,2000,0.607281896496034,0.626672245678685,-2.44249065417534e-15
"scdesign3",162,"pca_shiftedlog","ok",0.0021804919808645,0.99890915904257,2000,0.00218049198086448,0.998909159042571,1.95156391047391e-17
"scdesign3",163,"pca_libnorm","ok",0.000240987528378211,0.999879498975562,2000,0.000240987528378211,0.999879498975562,5.42101086242752e-20
"scdesign3",163,"pca_log","ok",0.000785048492401539,0.999607398685903,2000,0.000785048492401539,0.999607398685903,3.25260651745651e-19
"scdesign3",163,"pca_raw","ok",0.556403463245209,0.666030432303803,2000,0.556403463245216,0.666030432303798,-7.105427357601e-15
"scdesign3",163,"pca_shiftedlog","ok",0.00020074116183647,0.999899624381449,2000,0.000200741161836477,0.999899624381449,-6.64073830647371e-18
"scdesign3",164,"pca_libnorm","ok",0.000542693900092762,0.999728616225377,2000,0.000542693900092783,0.999728616225377,-2.08166817117217e-17
"scdesign3",164,"pca_log","ok",0.00058042543824902,0.999709745156939,2000,0.000580425438249063,0.999709745156939,-4.25007251614318e-17
"scdesign3",164,"pca_raw","ok",0.48336217821881,0.718775223405196,2000,0.48336217821881,0.718775223405196,1.11022302462516e-16
"scdesign3",164,"pca_shiftedlog","ok",0.000601509649308182,0.999699199935006,2000,0.000601509649308182,0.999699199935006,-5.42101086242752e-19
"scdesign3",165,"pca_libnorm","ok",0.00044079597239905,0.99977957772081,2000,0.000440795972399022,0.99977957772081,2.81892564846231e-17
"scdesign3",165,"pca_log","ok",0.000244601466875906,0.999877691786913,2000,0.00024460146687592,0.999877691786913,-1.40404181336873e-17
"scdesign3",165,"pca_raw","ok",0.2519108295017,0.864921482273565,2000,0.251910829501699,0.864921482273565,6.66133814775094e-16
"scdesign3",165,"pca_shiftedlog","ok",0.000369867074538338,0.999815049359361,2000,0.000369867074538338,0.999815049359361,-1.62630325872826e-19
