"run_id","sparsity","depth","dropout","separability","n_cells","n_groups","batch","gene_strategy","clipping","is_null_control"
2088,0.9,500,"high","medium",200,5,"complex","hvg2000","none",FALSE
2089,0.95,500,"high","medium",200,5,"complex","hvg2000","none",FALSE
2090,0.98,500,"high","medium",200,5,"complex","hvg2000","none",FALSE
2091,0.7,2000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2092,0.8,2000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2093,0.9,2000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2094,0.95,2000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2095,0.98,2000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2096,0.7,10000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2097,0.8,10000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2098,0.9,10000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2099,0.95,10000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2100,0.98,10000,"high","medium",200,5,"complex","hvg2000","none",FALSE
2101,0.7,500,"low","medium",200,5,"complex","hvg2000","none",FALSE
2102,0.8,500,"low","medium",200,5,"complex","hvg2000","none",FALSE
2103,0.9,500,"low","medium",200,5,"complex","hvg2000","none",FALSE
2104,0.95,500,"low","medium",200,5,"complex","hvg2000","none",FALSE
2105,0.98,500,"low","medium",200,5,"complex","hvg2000","none",FALSE
2106,0.7,2000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2107,0.8,2000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2108,0.9,2000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2109,0.95,2000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2110,0.98,2000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2111,0.7,10000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2112,0.8,10000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2113,0.9,10000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2114,0.95,10000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2115,0.98,10000,"low","medium",200,5,"complex","hvg2000","none",FALSE
2116,0.7,500,"none","high",200,5,"complex","hvg2000","none",FALSE
2117,0.8,500,"none","high",200,5,"complex","hvg2000","none",FALSE
2118,0.9,500,"none","high",200,5,"complex","hvg2000","none",FALSE
2119,0.95,500,"none","high",200,5,"complex","hvg2000","none",FALSE
2120,0.98,500,"none","high",200,5,"complex","hvg2000","none",FALSE
2121,0.7,2000,"none","high",200,5,"complex","hvg2000","none",FALSE
2122,0.8,2000,"none","high",200,5,"complex","hvg2000","none",FALSE
2123,0.9,2000,"none","high",200,5,"complex","hvg2000","none",FALSE
2124,0.95,2000,"none","high",200,5,"complex","hvg2000","none",FALSE
2125,0.98,2000,"none","high",200,5,"complex","hvg2000","none",FALSE
2126,0.7,10000,"none","high",200,5,"complex","hvg2000","none",FALSE
2127,0.8,10000,"none","high",200,5,"complex","hvg2000","none",FALSE
2128,0.9,10000,"none","high",200,5,"complex","hvg2000","none",FALSE
2129,0.95,10000,"none","high",200,5,"complex","hvg2000","none",FALSE
2130,0.98,10000,"none","high",200,5,"complex","hvg2000","none",FALSE
2131,0.7,500,"high","high",200,5,"complex","hvg2000","none",FALSE
2132,0.8,500,"high","high",200,5,"complex","hvg2000","none",FALSE
2133,0.9,500,"high","high",200,5,"complex","hvg2000","none",FALSE
2134,0.95,500,"high","high",200,5,"complex","hvg2000","none",FALSE
2135,0.98,500,"high","high",200,5,"complex","hvg2000","none",FALSE
2136,0.7,2000,"high","high",200,5,"complex","hvg2000","none",FALSE
2137,0.8,2000,"high","high",200,5,"complex","hvg2000","none",FALSE
2138,0.9,2000,"high","high",200,5,"complex","hvg2000","none",FALSE
2139,0.95,2000,"high","high",200,5,"complex","hvg2000","none",FALSE
2140,0.98,2000,"high","high",200,5,"complex","hvg2000","none",FALSE
2141,0.7,10000,"high","high",200,5,"complex","hvg2000","none",FALSE
2142,0.8,10000,"high","high",200,5,"complex","hvg2000","none",FALSE
2143,0.9,10000,"high","high",200,5,"complex","hvg2000","none",FALSE
2144,0.95,10000,"high","high",200,5,"complex","hvg2000","none",FALSE
2145,0.98,10000,"high","high",200,5,"complex","hvg2000","none",FALSE
2146,0.7,500,"low","high",200,5,"complex","hvg2000","none",FALSE
2147,0.8,500,"low","high",200,5,"complex","hvg2000","none",FALSE
2148,0.9,500,"low","high",200,5,"complex","hvg2000","none",FALSE
2149,0.95,500,"low","high",200,5,"complex","hvg2000","none",FALSE
2150,0.98,500,"low","high",200,5,"complex","hvg2000","none",FALSE
2151,0.7,2000,"low","high",200,5,"complex","hvg2000","none",FALSE
2152,0.8,2000,"low","high",200,5,"complex","hvg2000","none",FALSE
2153,0.9,2000,"low","high",200,5,"complex","hvg2000","none",FALSE
2154,0.95,2000,"low","high",200,5,"complex","hvg2000","none",FALSE
2155,0.98,2000,"low","high",200,5,"complex","hvg2000","none",FALSE
2156,0.7,10000,"low","high",200,5,"complex","hvg2000","none",FALSE
2157,0.8,10000,"low","high",200,5,"complex","hvg2000","none",FALSE
2158,0.9,10000,"low","high",200,5,"complex","hvg2000","none",FALSE
2159,0.95,10000,"low","high",200,5,"complex","hvg2000","none",FALSE
2160,0.98,10000,"low","high",200,5,"complex","hvg2000","none",FALSE
2161,0.7,500,"none","low",1000,5,"complex","hvg2000","none",FALSE
2162,0.8,500,"none","low",1000,5,"complex","hvg2000","none",FALSE
2163,0.9,500,"none","low",1000,5,"complex","hvg2000","none",FALSE
2164,0.95,500,"none","low",1000,5,"complex","hvg2000","none",FALSE
2165,0.98,500,"none","low",1000,5,"complex","hvg2000","none",FALSE
2166,0.7,2000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2167,0.8,2000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2168,0.9,2000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2169,0.95,2000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2170,0.98,2000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2171,0.7,10000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2172,0.8,10000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2173,0.9,10000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2174,0.95,10000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2175,0.98,10000,"none","low",1000,5,"complex","hvg2000","none",FALSE
2176,0.7,500,"high","low",1000,5,"complex","hvg2000","none",FALSE
2177,0.8,500,"high","low",1000,5,"complex","hvg2000","none",FALSE
2178,0.9,500,"high","low",1000,5,"complex","hvg2000","none",FALSE
2179,0.95,500,"high","low",1000,5,"complex","hvg2000","none",FALSE
2180,0.98,500,"high","low",1000,5,"complex","hvg2000","none",FALSE
2181,0.7,2000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2182,0.8,2000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2183,0.9,2000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2184,0.95,2000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2185,0.98,2000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2186,0.7,10000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2187,0.8,10000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2188,0.9,10000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2189,0.95,10000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2190,0.98,10000,"high","low",1000,5,"complex","hvg2000","none",FALSE
2191,0.7,500,"low","low",1000,5,"complex","hvg2000","none",FALSE
2192,0.8,500,"low","low",1000,5,"complex","hvg2000","none",FALSE
2193,0.9,500,"low","low",1000,5,"complex","hvg2000","none",FALSE
2194,0.95,500,"low","low",1000,5,"complex","hvg2000","none",FALSE
2195,0.98,500,"low","low",1000,5,"complex","hvg2000","none",FALSE
2196,0.7,2000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2197,0.8,2000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2198,0.9,2000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2199,0.95,2000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2200,0.98,2000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2201,0.7,10000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2202,0.8,10000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2203,0.9,10000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2204,0.95,10000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2205,0.98,10000,"low","low",1000,5,"complex","hvg2000","none",FALSE
2206,0.7,500,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2207,0.8,500,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2208,0.9,500,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2209,0.95,500,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2210,0.98,500,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2211,0.7,2000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2212,0.8,2000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2213,0.9,2000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2214,0.95,2000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2215,0.98,2000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2216,0.7,10000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2217,0.8,10000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2218,0.9,10000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2219,0.95,10000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2220,0.98,10000,"none","medium",1000,5,"complex","hvg2000","none",FALSE
2221,0.7,500,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2222,0.8,500,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2223,0.9,500,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2224,0.95,500,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2225,0.98,500,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2226,0.7,2000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2227,0.8,2000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2228,0.9,2000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2229,0.95,2000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2230,0.98,2000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2231,0.7,10000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2232,0.8,10000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2233,0.9,10000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2234,0.95,10000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2235,0.98,10000,"high","medium",1000,5,"complex","hvg2000","none",FALSE
2236,0.7,500,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2237,0.8,500,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2238,0.9,500,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2239,0.95,500,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2240,0.98,500,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2241,0.7,2000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2242,0.8,2000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2243,0.9,2000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2244,0.95,2000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2245,0.98,2000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2246,0.7,10000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2247,0.8,10000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2248,0.9,10000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2249,0.95,10000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2250,0.98,10000,"low","medium",1000,5,"complex","hvg2000","none",FALSE
2251,0.7,500,"none","high",1000,5,"complex","hvg2000","none",FALSE
2252,0.8,500,"none","high",1000,5,"complex","hvg2000","none",FALSE
2253,0.9,500,"none","high",1000,5,"complex","hvg2000","none",FALSE
2254,0.95,500,"none","high",1000,5,"complex","hvg2000","none",FALSE
2255,0.98,500,"none","high",1000,5,"complex","hvg2000","none",FALSE
2256,0.7,2000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2257,0.8,2000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2258,0.9,2000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2259,0.95,2000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2260,0.98,2000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2261,0.7,10000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2262,0.8,10000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2263,0.9,10000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2264,0.95,10000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2265,0.98,10000,"none","high",1000,5,"complex","hvg2000","none",FALSE
2266,0.7,500,"high","high",1000,5,"complex","hvg2000","none",FALSE
2267,0.8,500,"high","high",1000,5,"complex","hvg2000","none",FALSE
2268,0.9,500,"high","high",1000,5,"complex","hvg2000","none",FALSE
2269,0.95,500,"high","high",1000,5,"complex","hvg2000","none",FALSE
2270,0.98,500,"high","high",1000,5,"complex","hvg2000","none",FALSE
2271,0.7,2000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2272,0.8,2000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2273,0.9,2000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2274,0.95,2000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2275,0.98,2000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2276,0.7,10000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2277,0.8,10000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2278,0.9,10000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2279,0.95,10000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2280,0.98,10000,"high","high",1000,5,"complex","hvg2000","none",FALSE
2281,0.7,500,"low","high",1000,5,"complex","hvg2000","none",FALSE
2282,0.8,500,"low","high",1000,5,"complex","hvg2000","none",FALSE
2283,0.9,500,"low","high",1000,5,"complex","hvg2000","none",FALSE
2284,0.95,500,"low","high",1000,5,"complex","hvg2000","none",FALSE
2285,0.98,500,"low","high",1000,5,"complex","hvg2000","none",FALSE
2286,0.7,2000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2287,0.8,2000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2288,0.9,2000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2289,0.95,2000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2290,0.98,2000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2291,0.7,10000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2292,0.8,10000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2293,0.9,10000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2294,0.95,10000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2295,0.98,10000,"low","high",1000,5,"complex","hvg2000","none",FALSE
2296,0.7,500,"none","low",5000,5,"complex","hvg2000","none",FALSE
2297,0.8,500,"none","low",5000,5,"complex","hvg2000","none",FALSE
2298,0.9,500,"none","low",5000,5,"complex","hvg2000","none",FALSE
2299,0.95,500,"none","low",5000,5,"complex","hvg2000","none",FALSE
2300,0.98,500,"none","low",5000,5,"complex","hvg2000","none",FALSE
2301,0.7,2000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2302,0.8,2000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2303,0.9,2000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2304,0.95,2000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2305,0.98,2000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2306,0.7,10000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2307,0.8,10000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2308,0.9,10000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2309,0.95,10000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2310,0.98,10000,"none","low",5000,5,"complex","hvg2000","none",FALSE
2311,0.7,500,"high","low",5000,5,"complex","hvg2000","none",FALSE
2312,0.8,500,"high","low",5000,5,"complex","hvg2000","none",FALSE
2313,0.9,500,"high","low",5000,5,"complex","hvg2000","none",FALSE
2314,0.95,500,"high","low",5000,5,"complex","hvg2000","none",FALSE
2315,0.98,500,"high","low",5000,5,"complex","hvg2000","none",FALSE
2316,0.7,2000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2317,0.8,2000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2318,0.9,2000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2319,0.95,2000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2320,0.98,2000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2321,0.7,10000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2322,0.8,10000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2323,0.9,10000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2324,0.95,10000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2325,0.98,10000,"high","low",5000,5,"complex","hvg2000","none",FALSE
2326,0.7,500,"low","low",5000,5,"complex","hvg2000","none",FALSE
2327,0.8,500,"low","low",5000,5,"complex","hvg2000","none",FALSE
2328,0.9,500,"low","low",5000,5,"complex","hvg2000","none",FALSE
2329,0.95,500,"low","low",5000,5,"complex","hvg2000","none",FALSE
2330,0.98,500,"low","low",5000,5,"complex","hvg2000","none",FALSE
2331,0.7,2000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2332,0.8,2000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2333,0.9,2000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2334,0.95,2000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2335,0.98,2000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2336,0.7,10000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2337,0.8,10000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2338,0.9,10000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2339,0.95,10000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2340,0.98,10000,"low","low",5000,5,"complex","hvg2000","none",FALSE
2341,0.7,500,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2342,0.8,500,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2343,0.9,500,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2344,0.95,500,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2345,0.98,500,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2346,0.7,2000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2347,0.8,2000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2348,0.9,2000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2349,0.95,2000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2350,0.98,2000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2351,0.7,10000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2352,0.8,10000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2353,0.9,10000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2354,0.95,10000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2355,0.98,10000,"none","medium",5000,5,"complex","hvg2000","none",FALSE
2356,0.7,500,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2357,0.8,500,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2358,0.9,500,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2359,0.95,500,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2360,0.98,500,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2361,0.7,2000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2362,0.8,2000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2363,0.9,2000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2364,0.95,2000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2365,0.98,2000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2366,0.7,10000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2367,0.8,10000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2368,0.9,10000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2369,0.95,10000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2370,0.98,10000,"high","medium",5000,5,"complex","hvg2000","none",FALSE
2371,0.7,500,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2372,0.8,500,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2373,0.9,500,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2374,0.95,500,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2375,0.98,500,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2376,0.7,2000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2377,0.8,2000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2378,0.9,2000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2379,0.95,2000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2380,0.98,2000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2381,0.7,10000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2382,0.8,10000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2383,0.9,10000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2384,0.95,10000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2385,0.98,10000,"low","medium",5000,5,"complex","hvg2000","none",FALSE
2386,0.7,500,"none","high",5000,5,"complex","hvg2000","none",FALSE
2387,0.8,500,"none","high",5000,5,"complex","hvg2000","none",FALSE
2388,0.9,500,"none","high",5000,5,"complex","hvg2000","none",FALSE
2389,0.95,500,"none","high",5000,5,"complex","hvg2000","none",FALSE
2390,0.98,500,"none","high",5000,5,"complex","hvg2000","none",FALSE
2391,0.7,2000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2392,0.8,2000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2393,0.9,2000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2394,0.95,2000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2395,0.98,2000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2396,0.7,10000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2397,0.8,10000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2398,0.9,10000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2399,0.95,10000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2400,0.98,10000,"none","high",5000,5,"complex","hvg2000","none",FALSE
2401,0.7,500,"high","high",5000,5,"complex","hvg2000","none",FALSE
2402,0.8,500,"high","high",5000,5,"complex","hvg2000","none",FALSE
2403,0.9,500,"high","high",5000,5,"complex","hvg2000","none",FALSE
2404,0.95,500,"high","high",5000,5,"complex","hvg2000","none",FALSE
2405,0.98,500,"high","high",5000,5,"complex","hvg2000","none",FALSE
2406,0.7,2000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2407,0.8,2000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2408,0.9,2000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2409,0.95,2000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2410,0.98,2000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2411,0.7,10000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2412,0.8,10000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2413,0.9,10000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2414,0.95,10000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2415,0.98,10000,"high","high",5000,5,"complex","hvg2000","none",FALSE
2416,0.7,500,"low","high",5000,5,"complex","hvg2000","none",FALSE
2417,0.8,500,"low","high",5000,5,"complex","hvg2000","none",FALSE
2418,0.9,500,"low","high",5000,5,"complex","hvg2000","none",FALSE
2419,0.95,500,"low","high",5000,5,"complex","hvg2000","none",FALSE
2420,0.98,500,"low","high",5000,5,"complex","hvg2000","none",FALSE
2421,0.7,2000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2422,0.8,2000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2423,0.9,2000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2424,0.95,2000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2425,0.98,2000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2426,0.7,10000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2427,0.8,10000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2428,0.9,10000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2429,0.95,10000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2430,0.98,10000,"low","high",5000,5,"complex","hvg2000","none",FALSE
2431,0.7,500,"none","low",200,5,"none","hvg500","none",FALSE
2432,0.8,500,"none","low",200,5,"none","hvg500","none",FALSE
2433,0.9,500,"none","low",200,5,"none","hvg500","none",FALSE
2434,0.95,500,"none","low",200,5,"none","hvg500","none",FALSE
2435,0.98,500,"none","low",200,5,"none","hvg500","none",FALSE
2436,0.7,2000,"none","low",200,5,"none","hvg500","none",FALSE
2437,0.8,2000,"none","low",200,5,"none","hvg500","none",FALSE
2438,0.9,2000,"none","low",200,5,"none","hvg500","none",FALSE
2439,0.95,2000,"none","low",200,5,"none","hvg500","none",FALSE
2440,0.98,2000,"none","low",200,5,"none","hvg500","none",FALSE
2441,0.7,10000,"none","low",200,5,"none","hvg500","none",FALSE
2442,0.8,10000,"none","low",200,5,"none","hvg500","none",FALSE
2443,0.9,10000,"none","low",200,5,"none","hvg500","none",FALSE
2444,0.95,10000,"none","low",200,5,"none","hvg500","none",FALSE
2445,0.98,10000,"none","low",200,5,"none","hvg500","none",FALSE
2446,0.7,500,"high","low",200,5,"none","hvg500","none",FALSE
2447,0.8,500,"high","low",200,5,"none","hvg500","none",FALSE
2448,0.9,500,"high","low",200,5,"none","hvg500","none",FALSE
2449,0.95,500,"high","low",200,5,"none","hvg500","none",FALSE
2450,0.98,500,"high","low",200,5,"none","hvg500","none",FALSE
2451,0.7,2000,"high","low",200,5,"none","hvg500","none",FALSE
2452,0.8,2000,"high","low",200,5,"none","hvg500","none",FALSE
2453,0.9,2000,"high","low",200,5,"none","hvg500","none",FALSE
2454,0.95,2000,"high","low",200,5,"none","hvg500","none",FALSE
2455,0.98,2000,"high","low",200,5,"none","hvg500","none",FALSE
2456,0.7,10000,"high","low",200,5,"none","hvg500","none",FALSE
2457,0.8,10000,"high","low",200,5,"none","hvg500","none",FALSE
2458,0.9,10000,"high","low",200,5,"none","hvg500","none",FALSE
2459,0.95,10000,"high","low",200,5,"none","hvg500","none",FALSE
2460,0.98,10000,"high","low",200,5,"none","hvg500","none",FALSE
2461,0.7,500,"low","low",200,5,"none","hvg500","none",FALSE
2462,0.8,500,"low","low",200,5,"none","hvg500","none",FALSE
2463,0.9,500,"low","low",200,5,"none","hvg500","none",FALSE
2464,0.95,500,"low","low",200,5,"none","hvg500","none",FALSE
2465,0.98,500,"low","low",200,5,"none","hvg500","none",FALSE
2466,0.7,2000,"low","low",200,5,"none","hvg500","none",FALSE
2467,0.8,2000,"low","low",200,5,"none","hvg500","none",FALSE
2468,0.9,2000,"low","low",200,5,"none","hvg500","none",FALSE
2469,0.95,2000,"low","low",200,5,"none","hvg500","none",FALSE
