"axis","simulator","method","failure_mode","threshold_status","threshold_value","mean_flag_rate","min_flag_rate","max_flag_rate","alignment"
"depth","symsim","pca_raw","step6_1_technical_separation","interpolated",1489.83146880769,0.271147690900777,0.252400548696845,0.300411522633745,"inconsistent_not_increasing"
"depth","symsim","pca_raw","step6_2_cluster_collapse","interpolated",1489.83146880769,0.995884773662551,0.992592592592593,0.997530864197531,"inconsistent_not_increasing"
"depth","symsim","pca_raw","step6_4_variance_hijacking","interpolated",1489.83146880769,0.641975308641975,0.585185185185185,0.674074074074074,"inconsistent_not_increasing"
"depth","symsim","pca_raw","step6_6_neighborhood_collapse","interpolated",1489.83146880769,0.981893004115226,0.977777777777778,0.990123456790123,"inconsistent_not_increasing"
"depth","symsim","pca_raw","step6_7_subspace_rotation_slippage","interpolated",1489.83146880769,0.482304526748971,0.422222222222222,0.54320987654321,"inconsistent_not_increasing"
"depth","symsim","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0.463465935070873,0.453497942386831,0.477640603566529,"inconsistent_low_flag_despite_always_failing"
"depth","symsim","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"depth","symsim","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0.681481481481481,0.674074074074074,0.688888888888889,"consistent_uniform_high"
"depth","symsim","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.947325102880658,0.911111111111111,0.985185185185185,"consistent_uniform_high"
"depth","symsim","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"depth","symsim","pca_shiftedlog","step6_1_technical_separation","always_below_threshold",NA,0.334979423868313,0.33360768175583,0.336899862825789,"inconsistent_low_flag_despite_always_failing"
"depth","symsim","pca_shiftedlog","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"depth","symsim","pca_shiftedlog","step6_4_variance_hijacking","always_below_threshold",NA,0.677366255144033,0.666666666666667,0.696296296296296,"consistent_uniform_high"
"depth","symsim","pca_shiftedlog","step6_6_neighborhood_collapse","always_below_threshold",NA,0.693827160493827,0.646913580246914,0.740740740740741,"consistent_uniform_high"
"depth","symsim","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.958847736625514,0.930864197530864,0.982716049382716,"consistent_uniform_high"
"separability","scdesign3","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.852674897119342,0.716049382716049,0.945679012345679,"consistent_uniform_high"
"separability","scdesign3","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.0246913580246914,0.00740740740740741,0.0419753086419753,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"separability","scdesign3","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993415637860082,0.982716049382716,1,"consistent_uniform_high"
"separability","scdesign3","pca_libnorm","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_libnorm","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","scdesign3","pca_libnorm","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_libnorm","step6_6_neighborhood_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","scdesign3","pca_libnorm","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.923456790123457,0.77037037037037,1,"consistent_uniform_high"
"separability","scdesign3","pca_log","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_log","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","scdesign3","pca_log","step6_4_variance_hijacking","always_below_threshold",NA,0.00164609053497942,0,0.00493827160493827,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_log","step6_6_neighborhood_collapse","always_below_threshold",NA,0.838683127572016,0.802469135802469,0.888888888888889,"consistent_uniform_high"
"separability","scdesign3","pca_log","step6_7_subspace_rotation_slippage","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","scdesign3","pca_raw","step6_1_technical_separation","between_low_and_medium",NA,0,0,0,"inconsistent_not_increasing"
"separability","scdesign3","pca_raw","step6_2_cluster_collapse","between_low_and_medium",NA,1,1,1,"inconsistent_not_increasing"
"separability","scdesign3","pca_raw","step6_4_variance_hijacking","between_low_and_medium",NA,0.837037037037037,0.822222222222222,0.859259259259259,"consistent_increasing"
"separability","scdesign3","pca_raw","step6_6_neighborhood_collapse","between_low_and_medium",NA,1,1,1,"inconsistent_not_increasing"
"separability","scdesign3","pca_raw","step6_7_subspace_rotation_slippage","between_low_and_medium",NA,0.979423868312757,0.967901234567901,0.987654320987654,"consistent_increasing"
"separability","scdesign3","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.981893004115226,0.965432098765432,0.995061728395062,"consistent_uniform_high"
"separability","scdesign3","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.996707818930041,0.992592592592593,1,"consistent_uniform_high"
"separability","scdesign3","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"separability","scdesign3","pca_shiftedlog","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_shiftedlog","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","scdesign3","pca_shiftedlog","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"separability","scdesign3","pca_shiftedlog","step6_6_neighborhood_collapse","always_below_threshold",NA,0.948971193415638,0.91358024691358,0.975308641975309,"consistent_uniform_high"
"separability","scdesign3","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.918518518518519,0.809876543209877,1,"consistent_uniform_high"
"separability","splatter","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0.0365998719004483,0,0.0790557233049684,"inconsistent_low_flag_despite_always_failing"
"separability","splatter","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.769603806386678,0.50452923414768,0.990941531704639,"consistent_uniform_high"
"separability","splatter","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.10284564004026,0.000548998078506725,0.202305791929728,"inconsistent_low_flag_despite_always_failing"
"separability","splatter","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.994601518894684,0.988745539390612,1,"consistent_uniform_high"
"separability","splatter","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993320523378168,0.986275048037332,1,"consistent_uniform_high"
"separability","splatter","pca_libnorm","step6_1_technical_separation","between_medium_and_high",NA,0.0317503888736389,0,0.0894866867965962,"consistent_increasing"
"separability","splatter","pca_libnorm","step6_2_cluster_collapse","between_medium_and_high",NA,0.828712599505902,0.605544880592918,0.999725500960747,"consistent_increasing"
"separability","splatter","pca_libnorm","step6_4_variance_hijacking","between_medium_and_high",NA,0.0723762466831366,0,0.15673895141367,"consistent_increasing"
"separability","splatter","pca_libnorm","step6_6_neighborhood_collapse","between_medium_and_high",NA,0.968524110165614,0.936865220971727,1,"consistent_increasing"
"separability","splatter","pca_libnorm","step6_7_subspace_rotation_slippage","between_medium_and_high",NA,0.730350443773447,0.515234696678562,0.951962668130662,"consistent_increasing"
"separability","splatter","pca_log","step6_1_technical_separation","between_low_and_medium",NA,0.0527038155366456,0,0.121054076310733,"consistent_increasing"
"separability","splatter","pca_log","step6_2_cluster_collapse","between_low_and_medium",NA,0.816634641778754,0.535822124622564,1,"consistent_increasing"
"separability","splatter","pca_log","step6_4_variance_hijacking","between_low_and_medium",NA,0.18043736846921,0,0.378259676091134,"consistent_increasing"
"separability","splatter","pca_log","step6_6_neighborhood_collapse","between_low_and_medium",NA,0.860737487418794,0.729343947296184,0.943453197913807,"consistent_increasing"
"separability","splatter","pca_log","step6_7_subspace_rotation_slippage","between_low_and_medium",NA,0.81141916003294,0.562723030469393,0.998902003842987,"consistent_increasing"
"separability","splatter","pca_raw","step6_1_technical_separation","between_medium_and_high",NA,0.0323908866318968,0,0.0955256656601702,"consistent_increasing"
"separability","splatter","pca_raw","step6_2_cluster_collapse","between_medium_and_high",NA,0.873730441943453,0.688443590447433,1,"consistent_increasing"
"separability","splatter","pca_raw","step6_4_variance_hijacking","between_medium_and_high",NA,0.889559886540397,0.807301674444139,0.945923689267088,"consistent_increasing"
"separability","splatter","pca_raw","step6_6_neighborhood_collapse","between_medium_and_high",NA,0.993137524018666,0.984079055723305,1,"consistent_increasing"
"separability","splatter","pca_raw","step6_7_subspace_rotation_slippage","between_medium_and_high",NA,0.999451001921493,0.99917650288224,0.999725500960747,"consistent_increasing"
"separability","splatter","pca_sctransform_v2","step6_1_technical_separation","between_medium_and_high",NA,0.052607939283526,0,0.152598295298323,"consistent_increasing"
"separability","splatter","pca_sctransform_v2","step6_2_cluster_collapse","between_medium_and_high",NA,0.792844725043462,0.506176228383201,0.99835300576448,"consistent_increasing"
"separability","splatter","pca_sctransform_v2","step6_4_variance_hijacking","between_medium_and_high",NA,0.141064230151363,0,0.271377508935936,"consistent_increasing"
"separability","splatter","pca_sctransform_v2","step6_6_neighborhood_collapse","between_medium_and_high",NA,0.982408593978387,0.962352294586425,1,"consistent_increasing"
"separability","splatter","pca_sctransform_v2","step6_7_subspace_rotation_slippage","between_medium_and_high",NA,0.940342208802269,0.87674993137524,0.993137524018666,"consistent_increasing"
"separability","splatter","pca_shiftedlog","step6_1_technical_separation","between_low_and_medium",NA,0.0505078232226187,0,0.120505078232226,"consistent_increasing"
"separability","splatter","pca_shiftedlog","step6_2_cluster_collapse","between_low_and_medium",NA,0.806752676365633,0.521822673620642,1,"consistent_increasing"
"separability","splatter","pca_shiftedlog","step6_4_variance_hijacking","between_low_and_medium",NA,0.130112544606094,0,0.247598133406533,"consistent_increasing"
"separability","splatter","pca_shiftedlog","step6_6_neighborhood_collapse","between_low_and_medium",NA,0.927257754597859,0.832555586055449,0.994510019214933,"consistent_increasing"
"separability","splatter","pca_shiftedlog","step6_7_subspace_rotation_slippage","between_low_and_medium",NA,0.707292524476164,0.357397749107878,0.983530057644798,"consistent_increasing"
"separability","symsim","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0.321536351165981,0.311385459533608,0.328943758573388,"inconsistent_low_flag_despite_always_failing"
"separability","symsim","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.977777777777778,0.962962962962963,1,"consistent_uniform_high"
"separability","symsim","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.621399176954733,0.614814814814815,0.62962962962963,"consistent_uniform_high"
"separability","symsim","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.984362139917696,0.965432098765432,0.997530864197531,"consistent_uniform_high"
"separability","symsim","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.940740740740741,0.933333333333333,0.953086419753086,"consistent_uniform_high"
"separability","symsim","pca_libnorm","step6_1_technical_separation","between_medium_and_high",NA,0.322908093278464,0.297119341563786,0.336899862825789,"inconsistent_not_increasing"
"separability","symsim","pca_libnorm","step6_2_cluster_collapse","between_medium_and_high",NA,0.994238683127572,0.985185185185185,1,"consistent_increasing"
"separability","symsim","pca_libnorm","step6_4_variance_hijacking","between_medium_and_high",NA,0.478189300411523,0.461728395061728,0.488888888888889,"consistent_increasing"
"separability","symsim","pca_libnorm","step6_6_neighborhood_collapse","between_medium_and_high",NA,0.975308641975309,0.953086419753086,0.995061728395062,"consistent_increasing"
"separability","symsim","pca_libnorm","step6_7_subspace_rotation_slippage","between_medium_and_high",NA,0.449382716049383,0.42716049382716,0.481481481481481,"inconsistent_not_increasing"
"separability","symsim","pca_log","step6_1_technical_separation","always_below_threshold",NA,0.333424782807499,0.333333333333333,0.33360768175583,"inconsistent_low_flag_despite_always_failing"
"separability","symsim","pca_log","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","symsim","pca_log","step6_4_variance_hijacking","always_below_threshold",NA,0.678189300411523,0.671604938271605,0.683950617283951,"consistent_uniform_high"
"separability","symsim","pca_log","step6_6_neighborhood_collapse","always_below_threshold",NA,0.726748971193416,0.711111111111111,0.740740740740741,"consistent_uniform_high"
"separability","symsim","pca_log","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.990123456790123,0.987654320987654,0.995061728395062,"consistent_uniform_high"
"separability","symsim","pca_raw","step6_1_technical_separation","between_medium_and_high",NA,0.271147690900777,0.255418381344307,0.285048010973937,"inconsistent_not_increasing"
"separability","symsim","pca_raw","step6_2_cluster_collapse","between_medium_and_high",NA,0.995884773662551,0.987654320987654,1,"consistent_increasing"
"separability","symsim","pca_raw","step6_4_variance_hijacking","between_medium_and_high",NA,0.641975308641975,0.604938271604938,0.676543209876543,"consistent_increasing"
"separability","symsim","pca_raw","step6_6_neighborhood_collapse","between_medium_and_high",NA,0.981893004115226,0.965432098765432,0.995061728395062,"consistent_increasing"
"separability","symsim","pca_raw","step6_7_subspace_rotation_slippage","between_medium_and_high",NA,0.482304526748971,0.459259259259259,0.525925925925926,"inconsistent_not_increasing"
"separability","symsim","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0.463465935070873,0.443072702331962,0.493552812071331,"inconsistent_low_flag_despite_always_failing"
"separability","symsim","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","symsim","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0.681481481481481,0.676543209876543,0.68641975308642,"consistent_uniform_high"
"separability","symsim","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.947325102880658,0.920987654320988,0.975308641975309,"consistent_uniform_high"
"separability","symsim","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","symsim","pca_shiftedlog","step6_1_technical_separation","always_below_threshold",NA,0.334979423868313,0.333333333333333,0.337722908093278,"inconsistent_low_flag_despite_always_failing"
"separability","symsim","pca_shiftedlog","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"separability","symsim","pca_shiftedlog","step6_4_variance_hijacking","always_below_threshold",NA,0.677366255144033,0.669135802469136,0.683950617283951,"consistent_uniform_high"
"separability","symsim","pca_shiftedlog","step6_6_neighborhood_collapse","always_below_threshold",NA,0.693827160493827,0.676543209876543,0.71358024691358,"consistent_uniform_high"
"separability","symsim","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.958847736625514,0.953086419753086,0.962962962962963,"consistent_uniform_high"
"batch","scdesign3","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.852674897119342,0.844444444444444,0.861728395061728,"consistent_uniform_high"
"batch","scdesign3","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.0246913580246914,0.00740740740740741,0.0395061728395062,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"batch","scdesign3","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993415637860082,0.990123456790123,0.997530864197531,"consistent_uniform_high"
"batch","scdesign3","pca_libnorm","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_libnorm","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_libnorm","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_libnorm","step6_6_neighborhood_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_libnorm","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.923456790123457,0.916049382716049,0.933333333333333,"consistent_uniform_high"
"batch","scdesign3","pca_log","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_log","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_log","step6_4_variance_hijacking","always_below_threshold",NA,0.00164609053497942,0,0.00493827160493827,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_log","step6_6_neighborhood_collapse","always_below_threshold",NA,0.838683127572016,0.827160493827161,0.844444444444444,"consistent_uniform_high"
"batch","scdesign3","pca_log","step6_7_subspace_rotation_slippage","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_raw","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_raw","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_raw","step6_4_variance_hijacking","always_below_threshold",NA,0.837037037037037,0.777777777777778,0.874074074074074,"consistent_uniform_high"
"batch","scdesign3","pca_raw","step6_6_neighborhood_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_raw","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.979423868312757,0.950617283950617,1,"consistent_uniform_high"
"batch","scdesign3","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.981893004115226,0.980246913580247,0.982716049382716,"consistent_uniform_high"
"batch","scdesign3","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.996707818930041,0.995061728395062,1,"consistent_uniform_high"
"batch","scdesign3","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"batch","scdesign3","pca_shiftedlog","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_shiftedlog","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"batch","scdesign3","pca_shiftedlog","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"batch","scdesign3","pca_shiftedlog","step6_6_neighborhood_collapse","always_below_threshold",NA,0.948971193415638,0.938271604938272,0.955555555555556,"consistent_uniform_high"
"batch","scdesign3","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.918518518518519,0.91358024691358,0.928395061728395,"consistent_uniform_high"
"batch","splatter","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0.0365998719004483,0,0.109799615701345,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.769603806386678,0.740323908866319,0.817183639857261,"consistent_uniform_high"
"batch","splatter","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.10284564004026,0.000274499039253363,0.237167169914905,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.994601518894684,0.987647543233599,1,"consistent_uniform_high"
"batch","splatter","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993320523378168,0.990941531704639,0.99670601152896,"consistent_uniform_high"
"batch","splatter","pca_libnorm","step6_1_technical_separation","always_below_threshold",NA,0.0317503888736389,0,0.0952511666209168,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_libnorm","step6_2_cluster_collapse","always_below_threshold",NA,0.828712599505902,0.820477628328301,0.83996706011529,"consistent_uniform_high"
"batch","splatter","pca_libnorm","step6_4_variance_hijacking","always_below_threshold",NA,0.0723762466831366,0,0.169365907219325,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_libnorm","step6_6_neighborhood_collapse","always_below_threshold",NA,0.968524110165614,0.961570134504529,0.973373593192424,"consistent_uniform_high"
"batch","splatter","pca_libnorm","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.730350443773447,0.692561076036234,0.777381279165523,"consistent_uniform_high"
"batch","splatter","pca_log","step6_1_technical_separation","between_simple_and_complex",NA,0.0527038155366456,0,0.153719461981883,"consistent_increasing"
"batch","splatter","pca_log","step6_2_cluster_collapse","between_simple_and_complex",NA,0.816634641778754,0.80894866867966,0.825967609113368,"consistent_increasing"
"batch","splatter","pca_log","step6_4_variance_hijacking","between_simple_and_complex",NA,0.18043736846921,0.0933296733461433,0.335986824046116,"consistent_increasing"
"batch","splatter","pca_log","step6_6_neighborhood_collapse","between_simple_and_complex",NA,0.860737487418794,0.855064507274225,0.863848476530332,"inconsistent_not_increasing"
"batch","splatter","pca_log","step6_7_subspace_rotation_slippage","between_simple_and_complex",NA,0.81141916003294,0.790831732088938,0.851770518803184,"consistent_increasing"
"batch","splatter","pca_raw","step6_1_technical_separation","always_below_threshold",NA,0.0323908866318968,0.0123524567664013,0.0570958001646994,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_raw","step6_2_cluster_collapse","always_below_threshold",NA,0.873730441943453,0.868240461158386,0.883337908317321,"consistent_uniform_high"
"batch","splatter","pca_raw","step6_4_variance_hijacking","always_below_threshold",NA,0.889559886540397,0.87263244578644,0.90200384298655,"consistent_uniform_high"
"batch","splatter","pca_raw","step6_6_neighborhood_collapse","always_below_threshold",NA,0.993137524018666,0.979687071095251,1,"consistent_uniform_high"
"batch","splatter","pca_raw","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.999451001921493,0.998902003842987,0.999725500960747,"consistent_uniform_high"
"batch","splatter","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0.0526214248692599,0,0.155115511551155,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.792844725043462,0.785616250343124,0.800439198462805,"consistent_uniform_high"
"batch","splatter","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0.141072376433172,0,0.331958195819582,"inconsistent_low_flag_despite_always_failing"
"batch","splatter","pca_sctransform_v2","step6_6_neighborhood_collapse","always_below_threshold",NA,0.982403632520115,0.976622662266227,0.986256184716877,"consistent_uniform_high"
"batch","splatter","pca_sctransform_v2","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.940342208802269,0.924238265166072,0.960472138347516,"consistent_uniform_high"
"batch","splatter","pca_shiftedlog","step6_1_technical_separation","always_above_threshold",NA,0.0505078232226187,0,0.146582486961296,"consistent_uniform_low"
"batch","splatter","pca_shiftedlog","step6_2_cluster_collapse","always_above_threshold",NA,0.806752676365633,0.799615701345045,0.816085643700247,"inconsistent_high_flag_despite_never_failing"
"batch","splatter","pca_shiftedlog","step6_4_variance_hijacking","always_above_threshold",NA,0.130112544606094,0,0.297556958550645,"consistent_uniform_low"
"batch","splatter","pca_shiftedlog","step6_6_neighborhood_collapse","always_above_threshold",NA,0.927257754597859,0.922316771891298,0.930002744990392,"inconsistent_high_flag_despite_never_failing"
"batch","splatter","pca_shiftedlog","step6_7_subspace_rotation_slippage","always_above_threshold",NA,0.707292524476164,0.660719187482844,0.78204776283283,"inconsistent_high_flag_despite_never_failing"
"dropout","scdesign3","pca_glmpca","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_glmpca","step6_2_cluster_collapse","always_below_threshold",NA,0.852674897119342,0.824691358024691,0.893827160493827,"consistent_uniform_high"
"dropout","scdesign3","pca_glmpca","step6_4_variance_hijacking","always_below_threshold",NA,0.0246913580246914,0.0222222222222222,0.0271604938271605,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_glmpca","step6_6_neighborhood_collapse","always_below_threshold",NA,0.99917695473251,0.997530864197531,1,"consistent_uniform_high"
"dropout","scdesign3","pca_glmpca","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.993415637860082,0.992592592592593,0.995061728395062,"consistent_uniform_high"
"dropout","scdesign3","pca_libnorm","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_libnorm","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_libnorm","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_libnorm","step6_6_neighborhood_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_libnorm","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.923456790123457,0.874074074074074,0.997530864197531,"consistent_uniform_high"
"dropout","scdesign3","pca_log","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_log","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_log","step6_4_variance_hijacking","always_below_threshold",NA,0.00164609053497942,0,0.00246913580246914,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_log","step6_6_neighborhood_collapse","always_below_threshold",NA,0.838683127572016,0.822222222222222,0.851851851851852,"consistent_uniform_high"
"dropout","scdesign3","pca_log","step6_7_subspace_rotation_slippage","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_raw","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_raw","step6_2_cluster_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_raw","step6_4_variance_hijacking","always_below_threshold",NA,0.837037037037037,0.8,0.866666666666667,"consistent_uniform_high"
"dropout","scdesign3","pca_raw","step6_6_neighborhood_collapse","always_below_threshold",NA,1,1,1,"consistent_uniform_high"
"dropout","scdesign3","pca_raw","step6_7_subspace_rotation_slippage","always_below_threshold",NA,0.979423868312757,0.967901234567901,0.997530864197531,"consistent_uniform_high"
"dropout","scdesign3","pca_sctransform_v2","step6_1_technical_separation","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
"dropout","scdesign3","pca_sctransform_v2","step6_2_cluster_collapse","always_below_threshold",NA,0.981893004115226,0.962962962962963,1,"consistent_uniform_high"
"dropout","scdesign3","pca_sctransform_v2","step6_4_variance_hijacking","always_below_threshold",NA,0,0,0,"inconsistent_low_flag_despite_always_failing"
