"method","source","run_id","replicate","sparsity","n_cells","embedding_dim","ari_vs_random","ch_index","ch_noise_95pct","phantom_flag_ari","phantom_flag_ch_literal","phantom_flag_ch_relative","phantom_flag_any_relative","status","error_msg"
"pca_shiftedlog","splatter",10938,1,0.9,1000,30,0.00071760885742517,25.1699820427685,27.7877163071996,FALSE,TRUE,FALSE,FALSE,"ok",NA
"pca_shiftedlog","splatter",10939,2,0.95,1000,30,-0.000704832344136155,25.1223889804656,27.7877163071996,FALSE,TRUE,FALSE,FALSE,"ok",NA
"pca_shiftedlog","splatter",10939,3,0.95,1000,30,0.000713627883323724,27.4770555518977,27.7877163071996,FALSE,TRUE,FALSE,FALSE,"ok",NA
"pca_shiftedlog","splatter",10939,1,0.95,1000,30,-0.00125224393004537,24.2364111832901,27.7877163071996,FALSE,TRUE,FALSE,FALSE,"ok",NA
"pca_shiftedlog","splatter",10940,2,0.98,1000,30,-0.00146244510818515,29.6424543987329,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","splatter",10940,3,0.98,1000,30,0.0020904270256205,29.529664086075,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","splatter",10940,1,0.98,1000,30,-1.1051385085768e-05,27.0528388511973,27.7877163071996,FALSE,TRUE,FALSE,FALSE,"ok",NA
"pca_shiftedlog","scdesign3",10936,2,0.7,1000,30,0.00218177826258861,59.3946236328039,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10936,3,0.7,1000,30,-0.000206943962014726,57.5202375637819,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10936,1,0.7,1000,30,-0.00127299523388361,63.0767229134718,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10937,2,0.8,1000,30,0.00336412925793609,53.9162173940046,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10937,3,0.8,1000,30,0.000138271619019115,52.3143031844246,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10937,1,0.8,1000,30,-0.000701711542469599,48.3242396385128,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10938,2,0.9,1000,30,-0.00107089191582394,54.9786870355877,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10938,3,0.9,1000,30,-0.00104383646722096,54.7378788849794,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10938,1,0.9,1000,30,-0.000469516308897921,53.9327534375986,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10939,2,0.95,1000,30,0.00148888226015032,55.1838431698371,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10939,3,0.95,1000,30,-0.00117624916651304,54.0491365407335,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10939,1,0.95,1000,30,-0.00121256918225284,54.9537534645735,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10940,2,0.98,1000,30,-0.000297395394323452,60.3109450150567,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10940,3,0.98,1000,30,-0.00163967972411171,59.7356947848103,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","scdesign3",10940,1,0.98,1000,30,-0.000856552166586115,62.751050165178,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","symsim",10936,2,0.7,1000,30,0.00441193086427467,51.9379507962145,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","symsim",10936,3,0.7,1000,30,-0.00105212526958413,48.5265249880242,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","symsim",10936,1,0.7,1000,30,-0.00141597517374969,51.064729623949,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","symsim",10937,2,0.8,1000,30,-0.000186500810486615,62.9073007678056,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
"pca_shiftedlog","symsim",10937,3,0.8,1000,30,0.000410264133023907,53.357266342462,27.7877163071996,FALSE,TRUE,TRUE,TRUE,"ok",NA
