"file_path","method","source","run_id","replicate","sparsity","seed"
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10936_rep3_libnormpca.rds","pca_libnorm","splatter",10936,3,0.7,210936
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10937_libnormpca.rds","pca_libnorm","splatter",10937,1,0.8,10937
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10937_rep2_libnormpca.rds","pca_libnorm","splatter",10937,2,0.8,110937
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10937_rep3_libnormpca.rds","pca_libnorm","splatter",10937,3,0.8,210937
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10938_libnormpca.rds","pca_libnorm","splatter",10938,1,0.9,10938
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10938_rep2_libnormpca.rds","pca_libnorm","splatter",10938,2,0.9,110938
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10938_rep3_libnormpca.rds","pca_libnorm","splatter",10938,3,0.9,210938
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10939_libnormpca.rds","pca_libnorm","splatter",10939,1,0.95,10939
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10939_rep2_libnormpca.rds","pca_libnorm","splatter",10939,2,0.95,110939
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10939_rep3_libnormpca.rds","pca_libnorm","splatter",10939,3,0.95,210939
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10940_libnormpca.rds","pca_libnorm","splatter",10940,1,0.98,10940
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10940_rep2_libnormpca.rds","pca_libnorm","splatter",10940,2,0.98,110940
"data/processed/pca_libnorm/simulated/splatter/splatter_sce_run_10940_rep3_libnormpca.rds","pca_libnorm","splatter",10940,3,0.98,210940
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10936_libnormpca.rds","pca_libnorm","scdesign3",10936,1,0.7,10936
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10936_rep2_libnormpca.rds","pca_libnorm","scdesign3",10936,2,0.7,110936
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10936_rep3_libnormpca.rds","pca_libnorm","scdesign3",10936,3,0.7,210936
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10937_libnormpca.rds","pca_libnorm","scdesign3",10937,1,0.8,10937
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10937_rep2_libnormpca.rds","pca_libnorm","scdesign3",10937,2,0.8,110937
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10937_rep3_libnormpca.rds","pca_libnorm","scdesign3",10937,3,0.8,210937
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10938_libnormpca.rds","pca_libnorm","scdesign3",10938,1,0.9,10938
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10938_rep2_libnormpca.rds","pca_libnorm","scdesign3",10938,2,0.9,110938
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10938_rep3_libnormpca.rds","pca_libnorm","scdesign3",10938,3,0.9,210938
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10939_libnormpca.rds","pca_libnorm","scdesign3",10939,1,0.95,10939
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10939_rep2_libnormpca.rds","pca_libnorm","scdesign3",10939,2,0.95,110939
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10939_rep3_libnormpca.rds","pca_libnorm","scdesign3",10939,3,0.95,210939
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10940_libnormpca.rds","pca_libnorm","scdesign3",10940,1,0.98,10940
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10940_rep2_libnormpca.rds","pca_libnorm","scdesign3",10940,2,0.98,110940
"data/processed/pca_libnorm/simulated/scdesign3/scdesign3_sce_run_10940_rep3_libnormpca.rds","pca_libnorm","scdesign3",10940,3,0.98,210940
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10936_libnormpca.rds","pca_libnorm","symsim",10936,1,0.7,10936
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10936_rep2_libnormpca.rds","pca_libnorm","symsim",10936,2,0.7,110936
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10936_rep3_libnormpca.rds","pca_libnorm","symsim",10936,3,0.7,210936
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10937_libnormpca.rds","pca_libnorm","symsim",10937,1,0.8,10937
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10937_rep2_libnormpca.rds","pca_libnorm","symsim",10937,2,0.8,110937
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10937_rep3_libnormpca.rds","pca_libnorm","symsim",10937,3,0.8,210937
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10938_libnormpca.rds","pca_libnorm","symsim",10938,1,0.9,10938
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10938_rep2_libnormpca.rds","pca_libnorm","symsim",10938,2,0.9,110938
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10938_rep3_libnormpca.rds","pca_libnorm","symsim",10938,3,0.9,210938
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10939_libnormpca.rds","pca_libnorm","symsim",10939,1,0.95,10939
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10939_rep2_libnormpca.rds","pca_libnorm","symsim",10939,2,0.95,110939
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10939_rep3_libnormpca.rds","pca_libnorm","symsim",10939,3,0.95,210939
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10940_libnormpca.rds","pca_libnorm","symsim",10940,1,0.98,10940
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10940_rep2_libnormpca.rds","pca_libnorm","symsim",10940,2,0.98,110940
"data/processed/pca_libnorm/simulated/symsim/symsim_sce_run_10940_rep3_libnormpca.rds","pca_libnorm","symsim",10940,3,0.98,210940
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10936_logpca.rds","pca_log","splatter",10936,1,0.7,10936
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10936_rep2_logpca.rds","pca_log","splatter",10936,2,0.7,110936
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10936_rep3_logpca.rds","pca_log","splatter",10936,3,0.7,210936
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10937_logpca.rds","pca_log","splatter",10937,1,0.8,10937
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10937_rep2_logpca.rds","pca_log","splatter",10937,2,0.8,110937
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10937_rep3_logpca.rds","pca_log","splatter",10937,3,0.8,210937
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10938_logpca.rds","pca_log","splatter",10938,1,0.9,10938
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10938_rep2_logpca.rds","pca_log","splatter",10938,2,0.9,110938
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10938_rep3_logpca.rds","pca_log","splatter",10938,3,0.9,210938
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10939_logpca.rds","pca_log","splatter",10939,1,0.95,10939
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10939_rep2_logpca.rds","pca_log","splatter",10939,2,0.95,110939
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10939_rep3_logpca.rds","pca_log","splatter",10939,3,0.95,210939
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10940_logpca.rds","pca_log","splatter",10940,1,0.98,10940
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10940_rep2_logpca.rds","pca_log","splatter",10940,2,0.98,110940
"data/processed/pca_log/simulated/splatter/splatter_sce_run_10940_rep3_logpca.rds","pca_log","splatter",10940,3,0.98,210940
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10936_logpca.rds","pca_log","scdesign3",10936,1,0.7,10936
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10936_rep2_logpca.rds","pca_log","scdesign3",10936,2,0.7,110936
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10936_rep3_logpca.rds","pca_log","scdesign3",10936,3,0.7,210936
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10937_logpca.rds","pca_log","scdesign3",10937,1,0.8,10937
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10937_rep2_logpca.rds","pca_log","scdesign3",10937,2,0.8,110937
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10937_rep3_logpca.rds","pca_log","scdesign3",10937,3,0.8,210937
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10938_logpca.rds","pca_log","scdesign3",10938,1,0.9,10938
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10938_rep2_logpca.rds","pca_log","scdesign3",10938,2,0.9,110938
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10938_rep3_logpca.rds","pca_log","scdesign3",10938,3,0.9,210938
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10939_logpca.rds","pca_log","scdesign3",10939,1,0.95,10939
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10939_rep2_logpca.rds","pca_log","scdesign3",10939,2,0.95,110939
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10939_rep3_logpca.rds","pca_log","scdesign3",10939,3,0.95,210939
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10940_logpca.rds","pca_log","scdesign3",10940,1,0.98,10940
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10940_rep2_logpca.rds","pca_log","scdesign3",10940,2,0.98,110940
"data/processed/pca_log/simulated/scdesign3/scdesign3_sce_run_10940_rep3_logpca.rds","pca_log","scdesign3",10940,3,0.98,210940
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10936_logpca.rds","pca_log","symsim",10936,1,0.7,10936
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10936_rep2_logpca.rds","pca_log","symsim",10936,2,0.7,110936
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10936_rep3_logpca.rds","pca_log","symsim",10936,3,0.7,210936
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10937_logpca.rds","pca_log","symsim",10937,1,0.8,10937
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10937_rep2_logpca.rds","pca_log","symsim",10937,2,0.8,110937
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10937_rep3_logpca.rds","pca_log","symsim",10937,3,0.8,210937
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10938_logpca.rds","pca_log","symsim",10938,1,0.9,10938
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10938_rep2_logpca.rds","pca_log","symsim",10938,2,0.9,110938
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10938_rep3_logpca.rds","pca_log","symsim",10938,3,0.9,210938
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10939_logpca.rds","pca_log","symsim",10939,1,0.95,10939
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10939_rep2_logpca.rds","pca_log","symsim",10939,2,0.95,110939
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10939_rep3_logpca.rds","pca_log","symsim",10939,3,0.95,210939
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10940_logpca.rds","pca_log","symsim",10940,1,0.98,10940
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10940_rep2_logpca.rds","pca_log","symsim",10940,2,0.98,110940
"data/processed/pca_log/simulated/symsim/symsim_sce_run_10940_rep3_logpca.rds","pca_log","symsim",10940,3,0.98,210940
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10936_rep2_shiftedlogpca.rds","pca_shiftedlog","splatter",10936,2,0.7,110936
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10936_rep3_shiftedlogpca.rds","pca_shiftedlog","splatter",10936,3,0.7,210936
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10936_shiftedlogpca.rds","pca_shiftedlog","splatter",10936,1,0.7,10936
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10937_rep2_shiftedlogpca.rds","pca_shiftedlog","splatter",10937,2,0.8,110937
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10937_rep3_shiftedlogpca.rds","pca_shiftedlog","splatter",10937,3,0.8,210937
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10937_shiftedlogpca.rds","pca_shiftedlog","splatter",10937,1,0.8,10937
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10938_rep2_shiftedlogpca.rds","pca_shiftedlog","splatter",10938,2,0.9,110938
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10938_rep3_shiftedlogpca.rds","pca_shiftedlog","splatter",10938,3,0.9,210938
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10938_shiftedlogpca.rds","pca_shiftedlog","splatter",10938,1,0.9,10938
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10939_rep2_shiftedlogpca.rds","pca_shiftedlog","splatter",10939,2,0.95,110939
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10939_rep3_shiftedlogpca.rds","pca_shiftedlog","splatter",10939,3,0.95,210939
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10939_shiftedlogpca.rds","pca_shiftedlog","splatter",10939,1,0.95,10939
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10940_rep2_shiftedlogpca.rds","pca_shiftedlog","splatter",10940,2,0.98,110940
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10940_rep3_shiftedlogpca.rds","pca_shiftedlog","splatter",10940,3,0.98,210940
"data/processed/pca_shiftedlog/simulated/splatter/splatter_sce_run_10940_shiftedlogpca.rds","pca_shiftedlog","splatter",10940,1,0.98,10940
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10936_rep2_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10936,2,0.7,110936
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10936_rep3_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10936,3,0.7,210936
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10936_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10936,1,0.7,10936
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10937_rep2_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10937,2,0.8,110937
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10937_rep3_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10937,3,0.8,210937
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10937_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10937,1,0.8,10937
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10938_rep2_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10938,2,0.9,110938
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10938_rep3_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10938,3,0.9,210938
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10938_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10938,1,0.9,10938
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10939_rep2_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10939,2,0.95,110939
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10939_rep3_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10939,3,0.95,210939
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10939_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10939,1,0.95,10939
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10940_rep2_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10940,2,0.98,110940
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10940_rep3_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10940,3,0.98,210940
"data/processed/pca_shiftedlog/simulated/scdesign3/scdesign3_sce_run_10940_shiftedlogpca.rds","pca_shiftedlog","scdesign3",10940,1,0.98,10940
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10936_rep2_shiftedlogpca.rds","pca_shiftedlog","symsim",10936,2,0.7,110936
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10936_rep3_shiftedlogpca.rds","pca_shiftedlog","symsim",10936,3,0.7,210936
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10936_shiftedlogpca.rds","pca_shiftedlog","symsim",10936,1,0.7,10936
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10937_rep2_shiftedlogpca.rds","pca_shiftedlog","symsim",10937,2,0.8,110937
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10937_rep3_shiftedlogpca.rds","pca_shiftedlog","symsim",10937,3,0.8,210937
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10937_shiftedlogpca.rds","pca_shiftedlog","symsim",10937,1,0.8,10937
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10938_rep2_shiftedlogpca.rds","pca_shiftedlog","symsim",10938,2,0.9,110938
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10938_rep3_shiftedlogpca.rds","pca_shiftedlog","symsim",10938,3,0.9,210938
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10938_shiftedlogpca.rds","pca_shiftedlog","symsim",10938,1,0.9,10938
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10939_rep2_shiftedlogpca.rds","pca_shiftedlog","symsim",10939,2,0.95,110939
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10939_rep3_shiftedlogpca.rds","pca_shiftedlog","symsim",10939,3,0.95,210939
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10939_shiftedlogpca.rds","pca_shiftedlog","symsim",10939,1,0.95,10939
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10940_rep2_shiftedlogpca.rds","pca_shiftedlog","symsim",10940,2,0.98,110940
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10940_rep3_shiftedlogpca.rds","pca_shiftedlog","symsim",10940,3,0.98,210940
"data/processed/pca_shiftedlog/simulated/symsim/symsim_sce_run_10940_shiftedlogpca.rds","pca_shiftedlog","symsim",10940,1,0.98,10940
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10936_rep2_sctpca.rds","pca_sctransform_v2","splatter",10936,2,0.7,110936
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10936_rep3_sctpca.rds","pca_sctransform_v2","splatter",10936,3,0.7,210936
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10936_sctpca.rds","pca_sctransform_v2","splatter",10936,1,0.7,10936
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10937_rep2_sctpca.rds","pca_sctransform_v2","splatter",10937,2,0.8,110937
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10937_rep3_sctpca.rds","pca_sctransform_v2","splatter",10937,3,0.8,210937
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10937_sctpca.rds","pca_sctransform_v2","splatter",10937,1,0.8,10937
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10938_rep2_sctpca.rds","pca_sctransform_v2","splatter",10938,2,0.9,110938
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10938_rep3_sctpca.rds","pca_sctransform_v2","splatter",10938,3,0.9,210938
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10938_sctpca.rds","pca_sctransform_v2","splatter",10938,1,0.9,10938
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10939_rep2_sctpca.rds","pca_sctransform_v2","splatter",10939,2,0.95,110939
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10939_rep3_sctpca.rds","pca_sctransform_v2","splatter",10939,3,0.95,210939
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10939_sctpca.rds","pca_sctransform_v2","splatter",10939,1,0.95,10939
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10940_rep2_sctpca.rds","pca_sctransform_v2","splatter",10940,2,0.98,110940
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10940_rep3_sctpca.rds","pca_sctransform_v2","splatter",10940,3,0.98,210940
"data/processed/pca_sctransform_v2/simulated/splatter/splatter_sce_run_10940_sctpca.rds","pca_sctransform_v2","splatter",10940,1,0.98,10940
"data/processed/pca_sctransform_v2/simulated/scdesign3/scdesign3_sce_run_10936_rep2_sctpca.rds","pca_sctransform_v2","scdesign3",10936,2,0.7,110936
"data/processed/pca_sctransform_v2/simulated/scdesign3/scdesign3_sce_run_10936_rep3_sctpca.rds","pca_sctransform_v2","scdesign3",10936,3,0.7,210936
