"run_id","group_match","value_match","timestamp","note"
3284,FALSE,FALSE,"2026-07-18 08:09:11","not written -- production mismatch, pending production fix"
3285,FALSE,FALSE,"2026-07-18 08:11:11","not written -- production mismatch, pending production fix"
6565,FALSE,FALSE,"2026-07-18 10:16:49","not written -- production mismatch, pending production fix"
6569,FALSE,FALSE,"2026-07-18 10:16:51","not written -- production mismatch, pending production fix"
9850,FALSE,FALSE,"2026-07-18 12:18:29","not written -- production mismatch, pending production fix"
9849,FALSE,FALSE,"2026-07-18 12:24:13","not written -- production mismatch, pending production fix"
